"url","transcript"
"https://www.tiktok.com/@v1cygmz/video/7417704581896981806","Oh, Mr. Todd, I'm so happy. I could eat you up. I really could. You know what I'd like to do, Mr. Todd? What I dream each of these days is good. Where I'd really like to go in a year or so."
"https://www.tiktok.com/@kaylamalecc/video/7279184929777257774","It's a new dawn It's a new day It's a new light It's a new life for me and I'm feeling good."
"https://www.tiktok.com/@po1ives/video/7292474421837663489","Like a rodeo, right? Like a rodeo, baby. I want to see money on top of my. Right. Now we know."
"https://www.tiktok.com/@52timizhuo/video/7543294807079210247","He?"
"https://www.tiktok.com/@joerauth_/video/7306282450458627374","Hey, what's up? Hey, Wyd. I'm bored. Well, that was quick. I'm just gonna peek. Just hanging with some friends. Wbu? Oh, okay. Dot, dot dot. When are they leaving? I'd love to hang out. Should I just be up front with. Oh no, he wants to hang out. Question mark. I'm gonna be with them all night, so I can't hang out. Well, dot dot dot. Can I just come over for a bit? Question mark. Idk. I have to ask. Why Lol? Did I just leave him on red? Oh, no. He's being persistent. You know what? I'm gonna leave him on red. Wow. Okay, Lol. Dot, dot dot. Why can't you just be open with me and tell me you don't want to hang out? I'm gonna remove him. I can't deal with this anymore. I'm out of here. I'm just so confused. Lol can only receive messages from friends. Why me? Every time."
"https://www.tiktok.com/@syl_foisy/video/7278141576805715231","How to make the best airplane."
"https://www.tiktok.com/@ambrose__yt/video/7342506433407208746",""
"https://www.tiktok.com/@fyp/video/7538131736681647391","This is horrifying. The rules are simple. 50 boys, three miles an hour. But if you stop walking, you die. And even though there's no finish line, no one knows how far the road goes. The only way to win is to be the last one alive. And with every mile, more boys are eliminated as the crowd cheers for who they think will be the champion. But why would anyone enter a contest like this? Is it because the prize is anything you could ever dream of? Or because the only thing worse than dying is living the life that you walked away from? Some of the boys are doing it for the money. Some are doing it for the fame. But some of them just simply have nothing to lose. But if you want to see who's going to become the winner and just how far they have to go, check out the Long walk in theater September 12th. And, guys, let me know how far could you go."
"https://www.tiktok.com/@preydd1/video/7223659176935968042",""
"https://www.tiktok.com/@danielablascoofficial/video/7424510590028107041",""
"https://www.tiktok.com/@solo.skor/video/7406145071810088197",""
"https://www.tiktok.com/@miiueki/video/7386563959559638305","My baby here on a."
"https://www.tiktok.com/@dogzinblanketz/video/7447948416505613601",""
"https://www.tiktok.com/@donthurtemnia/video/7425089921188236575","Sh."
"https://www.tiktok.com/@cute.pet.a51/video/7470729967454686510",""
"https://www.tiktok.com/@pethappyhour14/video/7448612324140780830","You. Callie say what she say What? Izzy, are you stuck? She's a precious angel. Ow. Do you want to go to the Ve? Not mad, you good your demise, you. Where is it? You don't know?"
"https://www.tiktok.com/@deep.sea.fear/video/7319908066579811627","Yo. All hands hoars the colors high he whole. Thieves and beggars. Never shall we die now Some have died and some are alive and others sail on the sea with their keys to the cage and the devil to pay we're late to Fiddler Scre."
"https://www.tiktok.com/@_jadynchandler/video/7411958603906567455","I have loved you for many years. Maybe I am just not enough. You made me realize my deepest fear. My lying and tearing aside. Feel."
"https://www.tiktok.com/@iamcharleighrae/video/7360778383355170091","Okay. I'm so excited. Okay. Ready? Let me win. Get back. Oh, sorry. Go running. Get running. Be trying to eat my food for real movement."
"https://www.tiktok.com/@sp1cyb3aner/video/7371305849408458027","Okay. Thy world. Thy world. Thy world. Thy world. Thy world."
"https://www.tiktok.com/@aimeejaihall/video/7463433839105428743","Ladies and gentlemen."
"https://www.tiktok.com/@colbyirv/video/7503690966822440223","Christmas Eve. Your mother insists. Don't want to fight with your mother. Insist? Those white teeth slice right to my fist. Drive to the army, put me on risk grocery store list. Now you get this."
"https://www.tiktok.com/@viluqtae/video/7230188119872654619","No, that's not your seat. Are you okay? Yes, yes. I'm okay. I'm okay. Yes. I'm sorry. I wasn't talking to you. Okay. Actually, I'll stand right here. Yeah, yeah, yeah, yeah. I've got some breaking news. Big news. Should I tell him? Do you want to tell him? You want me to tell him? Okay. Hold on. I am officially declaring my entry into the Royal Rumble match. Good luck. Good luck. Yes. Yes. Thank you. But wait a second. If I win the Royal Rumble match and you're RAW women's champion, that means we could possibly face each other at WrestleMania. Yeah. He will be my corner. And I'm a big fan of yours. Yeah. Me? Really? Thank you. That is so sweet. Of course. Of course. Yowie. Wow. I'm sorry. She wasn't supposed to say that. Music. Okay, that's enough. That's enough. Stop it. You're right. You're right, you're right, you're right. It wasn't. It wasn't supposed to be like this. If I just would have done things differently, you would still be here, and everything would be great, and I was just. It's gonna be okay. It's gonna be o. It's all here the skies are not Say his name like you."
"https://www.tiktok.com/@omarrudberg/video/7228976746970778907","It as a die I'm feeling lonely we should find another that can hurt me Now I'm crying in my room don't skeptic on but still I want it more I get a second time to get."
"https://www.tiktok.com/@m30w1ng_/video/7451815065873042734","But you think that I can't see what kind of man that you are, if you're a man at all. Well, I will figure this one out on my own."
"https://www.tiktok.com/@luvkev.y/video/7363239781767302446","Ellie. I love you. All I do need no matter what I do all I think."
"https://www.tiktok.com/@caseohgames/video/7356340985770626346","So ever since I said that my go to meal, my final meal would be ramen noodles with Frank's Red Hot sauce. People's been asking me, case, what's the noodle to hot sauce ratio? Well, today I'm here to show you. First things first, we got to determine which noodle flavor we're going with. Me personally, I always rock with the maroochen beef flavored noodles. This does not work with chicken, so don't even bother. Also another option is also maroochin soy sauce flavor. But today I'll be going with the beef. I love you beef. Never betray you. Next step. Also one of the most important steps is water level in the bowl. We don't use the stove, so use this exact water level. If you don't use this exact water level, it will not come out right. Go about right there, maybe dump out a little bit more. Do the calculations on the exact per ounce per gap. I don't even know what I'm talking about, but just do this water level. Next step, the time on the microwave. 1200 watt microwave. You will always go. Cook time 4 minutes and 30 second will always be just like it's on the stove. We don't mess with st. Can you start? So now the noodles are out and the sauce packet has been applied and it looks like this. Now we get down to the real science, which is how much hot sauce do you use in this bowl of noodles? And I know it's going to sound crazy, but this is legitimately what you have to do with Frank's Red Hot. You're going to use almost half of this bottle. Trust me. It sounds crazy, but that's the level you use. Let's get into it. So usually you'd use a little squirt top right here with a little hole, but we're not going to be needing that. Today we go straight bare bones. You're going to want to dump enough in there to where you keep the integrity of the noodles, but also make it look like it's a shark attack happened. That's roughly almost half of this. And so this is what the finished product would look like. Bon appetit."
"https://www.tiktok.com/@familytieuca/video/7449437250263321902","It's it."
"https://www.tiktok.com/@accounttnotfound33/video/7504368679107267895","The soul and feeling I got inside."
"https://www.tiktok.com/@johnpork_therealone/video/7524067100470660374","Men go mad with Washingham. There's no discharge in the war."
"https://www.tiktok.com/@ily.bre/video/7439577602127416622",""
"https://www.tiktok.com/@bunny.....lilly/video/7518012849013132600",""
"https://www.tiktok.com/@utie.yourbae/video/7538447683510488325","It. I'm kept on my marriage."
"https://www.tiktok.com/@doctorsofia61/video/7506361937643670830",""
"https://www.tiktok.com/@xxlxxlxxxlxxl/video/7379809263721516293","Donate."
"https://www.tiktok.com/@johaanssson/video/7444593660680998146","Jam."
"https://www.tiktok.com/@fruguele/video/7506729326583352581","Woo Tang. Woo Tang. It's that wool Tang. Woo Tang. Get low in squad. Get low in your squad. Get low in your squat and sway. Get low in your squad. Get low in squad. Get low in your squat and swing with it. Who say win? Who say?"
"https://www.tiktok.com/@mbbsdoctor56/video/7475236129982221590",""
"https://www.tiktok.com/@itsgoneviral/video/7482813818511363350","I want to forget this. I will never look at."
"https://www.tiktok.com/@linnabddeqj/video/7510555571272076574","I can't breathe. I'm sorry. What did you say? Are you okay? I need some fresh air. Summer air. Some fresh air. Do you need some help? Let's get him outside. Easy, easy. You don't have to stay. You should go back to your premiere. The movie's lousy, right? Friedrich hasn't been able to look me in the eye since I got to Stockholm. You know, I was skeptical about adapting it at first. But then I saw this villa in Antibes. It's up on a cliff that overlooks the ocean. With one of those infinity pools. Far away from my decrepit cabin in Norbotten. And spoiled son dream us. They take care of their creators. It was probably just a panic attack. You can come in and see him now? Of course. Go ahead. I'll stay here."
"https://www.tiktok.com/@lovebundle/video/7249360430202752282","And I'm pretty sure that you are that love of mine? Cause I'm in a field of dandelions? Wishing on everyone that you."
"https://www.tiktok.com/@uchetmzagh9/video/7525716563207441686","Are we gonna make it? We're gonna make it home. Look at home. Give him."
"https://www.tiktok.com/@52timizhuo/video/7542483631877491986",""
"https://www.tiktok.com/@awe.austin/video/7360692639135583534","She saved the letter."
"https://www.tiktok.com/@thatgirljaynichole/video/7427592336034532650","You see? She hurt me a little. Ariana Grande. Shirt on. Oh, Lord. Sit down. Bria, stop it. Don't hit her like that, Shay. Bria, calm down. It's okay. Roll my Ariana Grande, Brian. Bria."
"https://www.tiktok.com/@namenimsand/video/7234499126514257178",""
"https://www.tiktok.com/@mochirin1/video/7366805724820688136",""
"https://www.tiktok.com/@1heartice/video/7219792511412210990",""
"https://www.tiktok.com/@s0ng._editz2/video/7479596452222733610","Take it. Last relationship. Look how good you treated him. You could birth like for him, girl. You never needed him. But they still need you. They still fuck with you. Anything you do, anything you do, everything's for you. Drama is for you. Take that. L. You lose, girl. That's not me."
"https://www.tiktok.com/@travis_scott9021000/video/7433073842811194666","Boron, beryllium, lithium, helium, hydrogen. Nailed it. Boom, shakalaka. You got me jumping like."
"https://www.tiktok.com/@maneshafernando/video/7543582109277981960","Sama."
"https://www.tiktok.com/@ka1ese/video/7344051417671322911",""
"https://www.tiktok.com/@lulpatchy/video/7419450435582364959","What to die for what to laugh for love for this ain't the purple. Cause I don't ride for I fall. Don't ever with me, okay?"
"https://www.tiktok.com/@topzone24/video/7446777084963212575",""
"https://www.tiktok.com/@hrplays01/video/7431669232485600545","You."
"https://www.tiktok.com/@shon.edit/video/7422541217298205984",""
"https://www.tiktok.com/@magnificent_scenery/video/7202637027550989614",""
"https://www.tiktok.com/@best_spots_in/video/7464712852234980630",""
"https://www.tiktok.com/@luka_.74/video/7447569704077610247",""
"https://www.tiktok.com/@linaakmd/video/7405099272946912544",""
"https://www.tiktok.com/@an1mal_party/video/7533448078368541982",""
"https://www.tiktok.com/@snauzk/video/7416770838839479558","I saw peace of heaven waiting I was running for someday Nobody knows Nobody know."
"https://www.tiktok.com/@__ely.edit__/video/7310627113084701970","I Tell me there's something on my eyes. My whole life. Enjoy my life."
"https://www.tiktok.com/@dpc_photography_/video/7321077332477857057",""
"https://www.tiktok.com/@ox_zung/video/7152911796678987009",""
"https://www.tiktok.com/@ramzii.ok/video/7543402174185884950","Yo. All hands. H."
"https://www.tiktok.com/@massiwech/video/7482957120581799210","Before he want me bad her here that can't get no Kuchi at the queen put some Lulu on his butt."
"https://www.tiktok.com/@bvby.hai/video/7462605252664053023","In that corner, bitch. Hold on tight because I tweaking this bitch, I let she go."
"https://www.tiktok.com/@chatnoirfx/video/7482626165547584814","Cat noir. Noir. Cat noir. Cat noir."
"https://www.tiktok.com/@martinkrl/video/6909470233417862401","I took it to my penthouse and I freaked it and I freaked it I haven't made my mind up Should I keep it? I got big Bouch that is ain't no secret lady Daddy, die slap on me now."
"https://www.tiktok.com/@dontstopmeowing/video/7272859159241051434","Okay, guys, so you all know that Chase is clingy, and I'm gonna be having a baby soon. And you guys are also worried about how I'm gonna be able to hold him while I have the baby. But you guys have been tagging me in one of these baby wrap things, and we're gonna put it to the test today, okay? I'm gonna need you to get down so I can wrap you up just for. Just so I can fix this so you can get in. Go. There you go. Okay, let's do this. I watched a YouTube video. Come on. Stick this in there. There you go. That's it. All right. Now I'm gonna put the baby inside the baby sack, all right? No, you're gonna like this. Trust me. Do you like it? I can hold the baby in my arm while holding my other baby. Come on, Chase. You want to come out? Come on. I guess you can stay there. He's literally sleeping. You want to get out? Go. Okay, I'm sorry. I'm going to take this as a 10 out of 10."
"https://www.tiktok.com/@the.other659/video/7393727841596083487","Sorry for party rocking."
"https://www.tiktok.com/@s4r4_aaa/video/7524766118448270623",""
"https://www.tiktok.com/@teddydafauq/video/7526373944207674638","Damn, damn, Robbie just pressing my piano. If you think that you can rap Try to keep up with the temple I'll be running all this shit like I'm running Press of Death so I can rap with any beat just."
"https://www.tiktok.com/@cutecutepetpet44/video/7167688638464003370","What are you doing? Laying down flooring. Nice. That's cool. Whoa, be careful, bro. You're gonna push all that up on the top. Yeah, you got to scrape more, though, bro. Really? All right, you got to clean that up, man. You got to clean that up, bro. Don't tell me you're about to ignore this. No, you can't be for right now. All right, bro, finish up that piece. No, hey, hey. Whoa. You can't keep starting on all these. Why? You got that right there, bro. Are you joking? It's a prank, right? You're gonna clean that up, right? Sir, please. All right, Just hurry up and finish up that so you can clean this up. Okay. Very good. Now come back. Gotta come back and clean it up. Sir, sir, sir. Okay, now come back and clean this up. Oh, you're gonna clean it. Finally. That's the spot right there."
"https://www.tiktok.com/@em.jayy._/video/7523839418893864247","My milkshake brings all our boys to the yard and they're like, it's better than yours Damn right it's better than yours I could teach you but I have to charge My milkshake brings all our boys to the yard and their life is better than yours."
"https://www.tiktok.com/@si.err.aaa_/video/7543801219395996958","Lights not stop me Turn to stone you shine me when I'm alone? And so I tell myself that I'll be strong and dreaming when that gone? Cause I'm calling, Calling, calling home? Calling, calling, calling home? All the lights want to stop me Turn to Only shine me when I belong."
"https://www.tiktok.com/@kaylamalecc/video/7521111638561295629","My ex boyfriend wouldn't let me drink cranberry juice throughout our nine month relationship. And that was one of the 57 rules that he gave me. So here are some more rules that my ex boyfriend gave me throughout our night. It gets so bad. And this isn't even like half. These aren't even the worst on it. Okay? So basically, if we were ever not together, like if I went back home to visit my family for my birthday or he went back home for whatever the. If we just were not in the same house or the same state, he would make me do this thing called bed checks. And basically what that meant is we had to go to bed at the same time. So if I was out with my family, sorry, I'm tired, y', all, I have to go to bed. Because he was going to bed. We had to go to bed at the same time. And I'd have to go into my room. We'd be on FaceTime, and I would have to set up my phone perfectly, like, perfect angle of the. There were times where I'd spend 30 to 45 minutes, like, grabbing stools, stacking cups so that my phone would be set up perfectly. And then I would have to roll from one side of the bed all the way to the other side of the bed so that he could make sure I was in frame the whole time. And he would stay awake till like five in the morning to just watch me sleep, to make sure that like, go out of frame. So God forbid if I woke up at 3am and like, grabbed water, like end of the world. And also my phone was not allowed to go on pause at that time. So like, if somebody called me while I was sleeping, if an alarm went off, it was like wraps. Like he'd accused me of cheating because my phone wasn't allowed to go on pause. It was actually one time that I fell asleep and positioned the phone wrong. So when I rolled all the way to the other side of the bed, he couldn't see me. He. It was bad. It was like one of the worst fights ever. So, yeah, I wasn't allowed to be out of frame on FaceTime while I was sleeping. Like, I can fucking control that. He would drug test me. He would drug test me. So, like, if we went out to a party together. This is so insane. We went out to a party together. First off, I already was not allowed to leave his side when we went out. But if, like, I got too lit at the party, he would accuse me of being on drugs. And so we drug test me, which is actually really ironic because after we broke up he became a drug addict. It's giving projecting, babe, because you wanted to do that the whole time. Also, if my best. This is insane. If my gay best friend Brennan came over at all to my old house, I was not allowed to wear shorts around him and I was not allowed to sleep in shorts in my room down the hallway from where he would be sleeping in the living room. But I wasn't allowed to walk around my own house in shorts because apparently that meant I was trying to turn him straight and show him my ass. Also, ingrown hairs were STDs. There's no such thing as an ingrown hair. They're STDs. And I cheated on him. If I had an ingrown hair so I could do like I could really. There's so many more. There's so many more. I feel like I'm gonna throw up. That's I'm."
"https://www.tiktok.com/@cicakgoreng2007/video/7508641382739873031","That when the sale comes first and the truth comes second Just stop them in the end Smile why is everybody so serious? Acting so damn mysterious Got shades on your eyes and your heels so can't even have a good time Everybody looks."
"https://www.tiktok.com/@kendallpicone/video/7318601849618140447","Hey. It's better not kill the bro. Hey, hey."
"https://www.tiktok.com/@margarita_iraheta/video/7415702045027568938","Let them go. Don't worry. Why do my super food machine. Food bars. We're going to turn them into food bars."
"https://www.tiktok.com/@kirby_j/video/7429445103791377707","Shrek, what are you doing? I'm just playing the part, Fiona. Is that glitter on your lips? Mmm. Cherry flavored. Want a taste? Ugh. What is with you? But. Muffin Cake."
"https://www.tiktok.com/@52timizhuo/video/7543811091076271368","ERROR: undefined"
"https://www.tiktok.com/@jasonrankings/video/7509982486055652624","Oh, can I see your baby? Oh, she's so cute. A. Oh, my bad, bro. Can I say a bad word? Can I say a bad word? You can. I have a guess, please."
"https://www.tiktok.com/@52timizhuo/video/7543810742915517714","ERROR: undefined"
"https://www.tiktok.com/@fyp/video/7538131736681647391","This is horrifying. The rules are simple. 50 boys, three miles an hour. But if you stop walking, you die. And even though there's no finish line, no one knows how far the road goes. The only way to win is to be the last one alive. And with every mile, more boys are eliminated as the crowd cheers for who they think will be the champion. But why would anyone enter a contest like this? Is it because the prize is anything you could ever dream of? Or because the only thing worse than dying is living the life that you walked away from? Some of the boys are doing it for the money. Some are doing it for the fame. But some of them just simply have nothing to lose. But if you want to see who's going to become the winner and just how far they have to go, check out the Long walk in theater September 12th. And, guys, let me know how far could you go."
"https://www.tiktok.com/@52timizhuo/video/7542130595246263570",""
"https://www.tiktok.com/@misadventuresofz/video/7528536528813853983","This box better than the box he was held in. I'm Mama D in the outer. I call him Tabby, like doubters. He like it when I get drunk, but I like it when he be sober. That's top of the top."
"https://www.tiktok.com/@52timizhuo/video/7543294857821818130","He?"
"https://www.tiktok.com/@m30w1ng_/video/7451815065873042734","But you think that I can't see what kind of man that you are, if you're a man at all. Well, I will figure this one out on my own."
"https://www.tiktok.com/@player7_football_7/video/7466121226143010070","J."
"https://www.tiktok.com/@shanebetrippin/video/7521119913277181197","Today we will be breaking down the different type of middle fingers. So let's get into it. First we have. Man, you, bro, Lame ass. Use a bitch. That's the first one, man. You nigger."
"https://www.tiktok.com/@lenstrumental/video/7445458476442062110",""
"https://www.tiktok.com/@brookemonk_/video/6837237206776663302","Look at me. I put a big on. Wow. Look at me. I put a show on when I go."
"https://www.tiktok.com/@suaakimm/video/7379972812196564270","And so and so and so I have to play."
"https://www.tiktok.com/@lacy/video/7497685755779747115","I know you say you know, man."
"https://www.tiktok.com/@yelenafriedman/video/7191959527510723886","Hey. What? You want to drink some alcohol? Here, take this. Yeah, that's right. That's one free ticket to Disneyland. Because you must be goofy if you think I'm gonna drink underage. I mean, everybody's doing it. Oh, so if everyone got an all expenses paid trip to Hawaii, you would go, too? Yeah, probably. Oh, you say the darndest things. Hey, I'll catch you later. Okay. Hey, what rhymes with alcohol? A liver. Ow. That doesn't rhyme. All right, I'm gonna go. Treat your liberty with respect, or else this could be you in 20 years or less. You could have just said no. Be good to your body, and your body will be good to you."
"https://www.tiktok.com/@hannahgrace_444/video/7484400317245689134","And that don't sound right but as long as I look fly by prom night go."
"https://www.tiktok.com/@twdg17_/video/7422752448076467499","This is the one you believe in? Yes. Not crazy Jamie? No. You don't like crunch bars? I do like crunch bars, but again, it's so sweet. Let me try this. Maybe these are defective. Oh, my God. This tastes good to me. I rate this a 10 out of 10. I give this 11 out of 10. 7.2 out of 10. This is amazing."
"https://www.tiktok.com/@therealtarzann/video/7461890456960486699","It's."
"https://www.tiktok.com/@s0ng._editz2/video/7479596452222733610","Take it. Last relationship. Look how good you treated him. You could birth like for him, girl. You never needed him. But they still need you. They still fuck with you. Anything you do, anything you do, everything's for you. Drama is for you. Take that. L. You lose, girl. That's not me."
"https://www.tiktok.com/@bram.wrld/video/7255835481647205678","Put your head on my shoulder. Hold me in your arms, baby. Both hands on a bat. When I tap it, grab it and slap it. Becky a savage. Let me show you a magic trick you can have."
"https://www.tiktok.com/@notfatsufnoroof/video/7532988864567282999","Wait, bro, that's the Balenciaga casting. Yeah, it's right, bro. It gotta be, bro. Y' all look like models, bro. Yeah. I appreciate you, man. Everybody's been saying that all day, bro. But this, the Balenciaga casting. Act like you've been here before. She was really good. Nah. Thank you. You can leave. Yeah. Next. Get him to. I think I might be the one. You're really starting to piss me off, you know? Right? I told you what we're looking for. I told you before this. Okay. Thank you. Have a nice day. Bye. Thank. Oh, my God. I know, right? No, he's amazing. Wow. You're exactly what we been looking for. Oh, actually. Sit down. Get him. Get him fitted. Where's the Balenciaga tee? Everybody been saying I had a unique look, so I obviously been like, knew I was going to be here. And yeah, when I was walking up the steps in the back of my head, it was like, maybe they would, but I knew. I don't really know who they're looking for. What happened? That's crazy. I. I think, man. What you mean? What you mean? Dieting is really special. They picked you. Yeah, they got me. You? Me? Yes. Look at me."
"https://www.tiktok.com/@starm0oon/video/7505856994285210911","Oh, Arthur. I was just starting to dream the silliest and softest of dreams. I miss you. And I will always miss you. But I cannot live like that. And it seems you cannot live any other."
"https://www.tiktok.com/@coristiktok/video/7483563516679425323","Ready? Go. She does play fast. Listen, that child is going to be a pro athlete."
"https://www.tiktok.com/@nostalgiacinex/video/7405089774798654762","They're counting on me. Probably not you specifically. I. I think it's a metaphor. Can I call you Rosie? Sweet like a flower in blue."
"https://www.tiktok.com/@skyexxsummers/video/7429019562714107166","Dander and Dandrum. Dander and Dandrum. Grab it, grab it."
"https://www.tiktok.com/@aaron1t/video/7372165976512613665","Call me Deadpool. It rhymes with no school too cool, ain't no fool, and I'm the best that there is at what I do. Uh. Oh. Ooh. Shiny. What is that? You see my spidey sense? It's this thing in my brain that warns me of danger. I'll give you a thousand bucks for your brain. Wait. Danger? You have your own personal. Yep. That was a present from one Tony Stark. Nice to see you kept my color scheme when you copied my suit. Am I like, your idol? Never heard of you. I designed this costume myself. Black and white eyes, red suit, though you made it your own with the crossword theme. Oh, wait. Webs. Those are webs. No pouches, though. Guinea pouches. Oh, that's so much funnier when it happens to someone else. Booby traps. If you said traps."
"https://www.tiktok.com/@kxthyt/video/7448467265969835295",""
"https://www.tiktok.com/@mywr1d777/video/7534958127033208095","15."
